Org|OrgSector|RverMonthYear|RverReviewer|RverPosition|RverLoc|RverRecom|RvReviewAbout|RvScore|RvComment
Deutsche Lufthansa AG|Transport/Verkehr/Logistik|March 2018|3|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei Deusche Lufthansa AG in Frankfurt gearbeitet.|Empfohlen|Gleichberechtigung|3|Jeder hat die gleichen Chancen. Es hilft jedoch, lange dort angestellt zu sein und/oder viele Leute zu kennen. FÃ¼r die Karriere sind Beziehungen unabdingbar.
Deutsche Lufthansa AG|Transport/Verkehr/Logistik|October 2017|10|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei Deutsche Lufthansa AG in Frankfurt am Main gearbeitet.|Empfohlen|Gleichberechtigung|5|bis zum Vorstand paritÃ¤tische Verteilung
Deutsche Lufthansa AG|Transport/Verkehr/Logistik|October 2017|10|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei Deutsche Lufthansa AG in Frankfurt am Main gearbeitet.|Empfohlen|Umgang mit Ã¤lteren Kollegen|5|"faire Behandlung und Angebote fÃ¼r zum Beispiel â€ž Altersteilzeit"""
Deutsche Lufthansa AG|Transport/Verkehr/Logistik|September 2017|3|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei Deutsche Lufthansa AG in Frankfurt am Main gearbeitet.|Nicht empfohlen|Gleichberechtigung|5|Da ist LH Vorbildhaft!
Deutsche Lufthansa AG|Transport/Verkehr/Logistik|September 2017|4|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Produktion bei Deutsche Lufthansa AG in Frankfurt am Main gearbeitet.|Empfohlen|Overall|4.0|FrÃ¼her wie eine Familie
Deutsche Lufthansa AG|Transport/Verkehr/Logistik|September 2017|5|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei Deutsche Lufthansa AG in Frankfurt am Main gearbeitet.|Empfohlen|Gleichberechtigung|4|auf allen Ebenen herrscht theoretische Gleichberechtigung
Deutsche Lufthansa AG|Transport/Verkehr/Logistik|September 2017|5|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei Deutsche Lufthansa AG in Frankfurt am Main gearbeitet.|Empfohlen|Gleichberechtigung|4|auf allen Ebenen herrscht theoretische Gleichberechtigung
Deutsche Lufthansa AG|Transport/Verkehr/Logistik|August 2017|10|Ex-Angestellte/r oder Arbeiter/in|Hat im Bereich Personal / Aus- und Weiterbildung bei Deutsche Lufthansa AG in Frankfurt am Main gearbeitet.|Nicht empfohlen|ArbeitsatmosphÃ¤re|4|Eine relativ demokratische Kultur, es wird hÃ¤ufig geduzt und man arbeitet auch hierarhieÃ¼bergreifend. Die Gesamtstimmung ist jedoch nicht immer positiv.
Deutsche Lufthansa AG|Transport/Verkehr/Logistik|July 2017|2|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei Deutsche Lufthansa AG in KÃ¶ln gearbeitet.|Nicht empfohlen|Overall|2.1|Arbeitgeber ohne klare eigene Linie und ohne PersonalfÃ¼hrungskompetenz
Deutsche Lufthansa AG|Transport/Verkehr/Logistik|July 2017|10|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei Deutsche Lufthansa AG in MÃ¼nchen gearbeitet.|Nicht empfohlen|Gleichberechtigung|5|Top
Deutsche Post AG|Transport/Verkehr/Logistik|December 2012|9|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Marketing / Produktmanagement gearbeitet.|  |Gleichberechtigung|4|Gut, daÃŸ es keine Frauenquote gibt. Gleichberechtigung findet hier auch ohne diese statt.
Deutsche Post AG|Transport/Verkehr/Logistik|December 2012|9|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Marketing / Produktmanagement gearbeitet.|  |Gleichberechtigung|4|Gut, daÃŸ es keine Frauenquote gibt. Gleichberechtigung findet hier auch ohne diese statt.
Deutsche Post AG|Transport/Verkehr/Logistik|December 2012|9|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Marketing / Produktmanagement gearbeitet.|  |Umgang mit Ã¤lteren Kollegen|4|Es keinen Unterschied in der Zusammenarbeit, wie alt ein Kollege ist.
SAP SE|IT|May 2020|1|Werkstudent/in|Hat zum Zeitpunkt der Bewertung im Bereich Personal / Aus- und Weiterbildung bei SAP in Walldorf gearbeitet.|Empfohlen|Gleichberechtigung|3|wird immer Beahauptet, aber die Zahlen sind nicht vielversprechend.
SAP SE|IT|April 2020|2|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Vertrieb / Verkauf bei SAP in Walldorf gearbeitet.|Empfohlen|Gleichberechtigung|5|Vorbildlich
SAP SE|IT|April 2020|4|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei SAP in Walldorf gearbeitet.|Empfohlen|Corona1|NA|schnelles Reagieren auf verÃ¤nderte Situation, offene und regelmÃ¤ÃŸige Komminukation an alle Mitarbeiter, Homeoffice, flexible Arbeitszeit um Kinder zu betreuen
SAP SE|IT|April 2020|7|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich IT bei SAP SE in Walldorf gearbeitet.|Empfohlen|Corona1|NA|Krisenkommunikation, FlexibilitÃ¤t, RÃ¼cksicht auf persÃ¶nliche Situation des Mitarbeiters, technische Infrastruktur (home office, Online collaboration, etc.),
SAP SE|IT|April 2020|9|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei SAP SE in Walldorf / Rot gearbeitet.|Empfohlen|Gleichberechtigung|3|Die Frauen hinken leider noch immer hinterher, da wird sich wohl auch so schnell nichts Ã¤ndern.
SAP SE|IT|April 2020|10|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Vertrieb / Verkauf bei SAP in Walldorf gearbeitet.|Empfohlen|Corona1|NA|SAP hat sofort zu Beginn auf die Coronakrise reagiert mit: - tÃ¤glicher klarer Kommunikation in Richtung von uns Mitarbeitern - schneller SchlieÃŸung der BÃ¼ros und Sofortiger Verlagerung der Arbeit ins Home Office - Schaffung bester mobiler Arbeitsumgebung - FÃ¼rsorge gegenÃ¼ber uns Mitarbeitern und unserer AngehÃ¶rigen mit vielen Gesundheitstipps, virtuellen Sportangeboten, Aktionen fÃ¼r Kinder etc - UnterstÃ¼tzung des Auswertigen Amtes bei der RÃ¼ckholaktion Deutscher aus dem Ausland durch die Entwicklung einer App in 23 Stunden
SAP SE|IT|April 2020|1|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Vertrieb / Verkauf bei SAP Deutschland in Ratingen gearbeitet.|Empfohlen|Corona1|NA|Kommunikation ist sehr gut
SAP SE|IT|April 2020|3|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei SAP in Walldorf gearbeitet.|Empfohlen|Corona1|NA|Besser kann ein Arbeitgeber nicht agieren. Die FlexibilitÃ¤t, Beruf und Familie, insbesondere in der Corina-Krise, zu vereinbaren, ist groÃŸartig. Die Motivation fÃ¼r die Firma zu arbeiten wird dadurch erhÃ¶ht. Trotzdem werden unsere Kunden nicht aus den Augen verloren. Einwandfreie Leistung! DANKE
SAP SE|IT|April 2020|5|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Administration / Verwaltung bei SAP in Walldorf gearbeitet.|Empfohlen|Gleichberechtigung|3|Es findet eine subtile Diskriminierung statt, die nicht bewusst ist. Wenn jemand die Kinderbetreuung im Home Office Ã¼bernehmen soll, ist es die Frau.
SAP SE|IT|April 2020|5|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Administration / Verwaltung bei SAP in Walldorf gearbeitet.|Empfohlen|Gleichberechtigung|3|Es findet eine subtile Diskriminierung statt, die nicht bewusst ist. Wenn jemand die Kinderbetreuung im Home Office Ã¼bernehmen soll, ist es die Frau.
SAP SE|IT|April 2020|5|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Administration / Verwaltung bei SAP in Walldorf gearbeitet.|Empfohlen|Corona1|NA|Schnelle Reaktion, gute Kommunikation
SAP SE|IT|April 2020|6|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Produktion bei SAP in Walldorf gearbeitet.|Empfohlen|Overall|5.0|Top auch in Home Office!
SAP SE|IT|April 2020|6|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Produktion bei SAP in Walldorf gearbeitet.|Empfohlen|Corona1|NA|Sehr hohe Transparenz. Die IT-UnterstÃ¼tzung ist super - wir sind bestens technisch und organisatorisch vorbereitet. Es gibt extra Software Updates und Online-Videos fÃ¼r die Collaboration-Tools. Offene Kommunikation und informelle UnterstÃ¼tzung fÃ¼r Eltern mit Kindern. Sehr schnelle Anpassung der Besteuerung fÃ¼r Mittagessen und Fahrten zur Arbeit in der Home Office-Zeit. Top!!
SAP SE|IT|April 2020|8|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Marketing / Produktmanagement bei SAP in Walldorf gearbeitet.|Empfohlen|Corona1|NA|Transparenz, Commitment, RegelmÃ¤ssige gute Kommunikation
SAP SE|IT|March 2020|2|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Vertrieb / Verkauf bei SAP SE in Walldorf gearbeitet.|Empfohlen|Corona1|NA|FÃ¼r die globale task force, Transparenz, Kommunikation und soziales Engagement
SAP SE|IT|March 2020|3|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Vertrieb / Verkauf bei SAP Deutschland AG & Co. KG in Walldorf gearbeitet.|Empfohlen|Corona1|NA|FrÃ¼hzeitige Reaktion und regelmÃ¤ÃŸige, informative Kommunikation. FÃ¼rsorge und 100%ige UnterstÃ¼tzung bei der Vereinbarkeit von Familie und Beruf.
SAP SE|IT|March 2020|4|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich IT bei SAP Deutschland SE & Co. KG in Walldorf gearbeitet.|Empfohlen|Overall|4.2|Letztlich gutes Umgehen mit der Covid19 Situation
SAP SE|IT|March 2020|5|FÃ¼hrungskraft / Management|Hat zum Zeitpunkt der Bewertung bei SAP Deutschland SE & Co. KG in WalldorfSAP Deutschland SE & Co. KG gearbeitet.|Empfohlen|Corona1|NA|Die allg. Kommunikation; wir haben einen hohen Freiheitsgrad bei der Kinderbetreuung und fÃ¼r soziales Engagement (DRK, Feuerwehr etc.); Sicherheit des Arbeitsplatzes; Equipment (Mitnahme von Monitoren etc. ins Homeoffice)
SAP SE|IT|March 2020|5|FÃ¼hrungskraft / Management|Hat zum Zeitpunkt der Bewertung bei SAP Deutschland SE & Co. KG in WalldorfSAP Deutschland SE & Co. KG gearbeitet.|Empfohlen|Corona2|NA|Kommunikation kÃ¶nnte manchmal eindeutiger sein
SAP SE|IT|March 2020|5|FÃ¼hrungskraft / Management|Hat zum Zeitpunkt der Bewertung bei SAP Deutschland SE & Co. KG in WalldorfSAP Deutschland SE & Co. KG gearbeitet.|Empfohlen|Corona3|NA|Wir sind hier im Bereich Beratung sehr gut aufgestellt; die Kommunikation ist gut und auch das VerstÃ¤ndnis fÃ¼r die Sorgen und NÃ¶te der Mitarbeitenden ist sehr hoch.
SAP SE|IT|March 2020|6|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei SAP in Walldorf gearbeitet.|Empfohlen|Umwelt-/Sozialbewusstsein|5|Soziale Verantwortung fÃ¼r Mitarbeiter/Familie wurde frÃ¼h erkannt und daher wurde sehr schnell eine Empfehlung zum Home Office ausgesprochen
SAP SE|IT|March 2020|7|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Personal / Aus- und Weiterbildung bei SAP Deutschland SE & Co.KG in Hamburg gearbeitet.|Empfohlen|Corona1|NA|SAP ermÃ¶glichte schon immer Homeoffice und sehr schnell in der Krise alle Arbeitnehmer dazu angehalten von zu Hause zu arbeiten. Bei allen Problemen die Auftreten zur Zeit gibt es immer UnterstÃ¼tzung. Toller Vorstand, tolle Personalleitung, VerstÃ¤ndnis fÃ¼r manchmal zur Zeit wirklich schwierig Bedingungen, eine Pandamic Taskforce die bzgl. Corona Krise unterstÃ¼tzt. Bester Arbeitgeber in dieser Situation Ã¼berhaupt!
SAP SE|IT|March 2020|10|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Vertrieb / Verkauf bei SAP in Walldorf gearbeitet.|Empfohlen|Corona1|NA|perfektes Ausstattung fÃ¼r home office
SAP SE|IT|March 2020|1|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei SAP SE in Walldorf gearbeitet.|Empfohlen|Gleichberechtigung|4|Frauen und TeilzeitkrÃ¤fte (meist beides in einem) steigen weniger schnell auf, was auch mit GehaltseinbuÃŸen verbunden ist. Leider nachgewiesener MaÃŸen.
SAP SE|IT|March 2020|1|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei SAP SE in Walldorf gearbeitet.|Empfohlen|Corona2|NA|Da es wohl insbesondere bei den SchlieÃŸungen der Schulen zu Andrang in den Kantinen gab (Essen kommen mit Kind und Kegel), sollten hier zukÃ¼nftig Sicherheitsleute dafÃ¼r sorgen, das die unvernÃ¼nftigen Kolleginnen und Kollegen drauÃŸen bleiben.
SAP SE|IT|January 2020|7|Ex-Angestellte/r oder Arbeiter/in|Hat im Bereich Administration / Verwaltung bei SAP in Dresden gearbeitet.|Nicht empfohlen|ArbeitsatmosphÃ¤re|3|Mann ist zwar im GroÃŸraumbÃ¼ro aber man hÃ¶rt viel zu viel was andere Leute sagen da kommt man schon einmal durcheinander. Vorgesetzte interessieren nur Zahlen keinen Fakten.
SAP SE|IT|January 2020|7|Ex-Angestellte/r oder Arbeiter/in|Hat im Bereich Administration / Verwaltung bei SAP in Dresden gearbeitet.|Nicht empfohlen|Gleichberechtigung|5|Kann ich nicht zu sagen, denke ja.
SAP SE|IT|January 2020|4|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich IT bei SAP in Walldorf gearbeitet.|Empfohlen|Gleichberechtigung|5|Menschen mit Handicap werden gut behandelt und gefÃ¶rdert
SAP SE|IT|December 2019|6|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Vertrieb / Verkauf bei SAP Deutschland in Walldorf gearbeitet.|Empfohlen|Gleichberechtigung|5|Hier wird aktuell sehr viel getan! Es gab einen gewissen Nachholbedarf
SAP SE|IT|December 2019|7|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich IT bei SAP Deutschland AG & Co. KG in Walldorf gearbeitet.|Nicht empfohlen|Gleichberechtigung|2|Deutsche MÃ¤nner haben immer PrioritÃ¤t in Entwicklungsteams. Sie bekommen die neue wichtige Projekte, der Rest des Teams wÃ¼rde Ã¼berhaupt nicht gefragt.
SAP SE|IT|November 2019|8|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich IT bei SAP in SchÃ¶nefeld gearbeitet.|Nicht empfohlen|Kollegenzusammenhalt|3|Der Zusammenhalt innerhalb des Teams ist sehr gut, doch das Management wird nicht als Teil des Teams betrachtet.
SAP SE|IT|November 2019|8|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich IT bei SAP in SchÃ¶nefeld gearbeitet.|Nicht empfohlen|Gleichberechtigung|1|"Der neue Manager scheint sich auch gezielt Frauen als ""Opfer"" auszusuchen, das kann natÃ¼rlich auch Zufall sein."
SAP SE|IT|November 2019|10|Zeitarbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Logistik / Materialwirtschaft bei SAP in St. Leon-Rot gearbeitet.|Empfohlen|Gleichberechtigung|5|Ist vorhanden
SAP SE|IT|October 2019|3|FÃ¼hrungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich Vertrieb / Verkauf bei SAP SE in Walldorf gearbeitet.|Empfohlen|Gleichberechtigung|5|Das hat sich viel getan, klar nicht alles eitel Sonnenschein, aber im Vergleich geht die SAP voran. Der erste weibliche CEO eines DAX Unternehmens arbeitet bei SAP.
SAP SE|IT|October 2019|6|Ex-Werkstudent/in|Hat bei SAP Deutschland AG & Co. KG in Walldorf gearbeitet.|Nicht empfohlen|Gleichberechtigung|1|"Nein. Leider wird mehr Werbung fÃ¼r Gleichberechtigung gemacht als dann tatsÃ¤chlich umgesetzt wird. Von wichtigen Meetings wird man als Werkstudent ausgeschlossen; ""echte"" Mitarbeiter bekommen eine hÃ¶here WetschÃ¤tzung entgegen gebracht als ""die Stundeten"" bei fast gleicher Arbeitsbelastung. Wenn es um die Arbeit geht ist die Qualifikation sehr wichtig, die Manager trauen einem dann viel zu, das MÃ¶gliche wird sehr hÃ¤ufig abverlangt; wenn es aber darum geht Jemanden mit einzubeziehen (Entscheidungen, Meinungen, Perspektiven, Ideen etc.) sind Studenten nur noch die kleinen Mitarbeiter zweiter Klasse und der Manager ist dann Derjenige, der die tollen Leistungen erbracht hat und sich Extrapunkte bei seinem Vorgesetzten holen kann. DiesbezÃ¼glich wird nicht auf die FÃ¤higkeiten einer Person geschaut sondern auf die Jahre, die man dort gearbeitet hat. Wenn man viel Gutes vom Unternehmen diesbezÃ¼glich gehÃ¶rt hat sind diese Erfahrungen einfach nicht schÃ¶n. Es wird deutlich sichtbar wer bevorzugt wird. In diesem Unternehmen kann man sich nicht wirklich einbringen, es sei denn man erfÃ¼llt irgndwelche Kriterien die dem Manager gefallen."
SAP SE|IT|October 2019|6|Ex-Werkstudent/in|Hat bei SAP Deutschland AG & Co. KG in Walldorf gearbeitet.|Nicht empfohlen|Gleichberechtigung|1|"Nein. Leider wird mehr Werbung fÃ¼r Gleichberechtigung gemacht als dann tatsÃ¤chlich umgesetzt wird. Von wichtigen Meetings wird man als Werkstudent ausgeschlossen; ""echte"" Mitarbeiter bekommen eine hÃ¶here WetschÃ¤tzung entgegen gebracht als ""die Stundeten"" bei fast gleicher Arbeitsbelastung. Wenn es um die Arbeit geht ist die Qualifikation sehr wichtig, die Manager trauen einem dann viel zu, das MÃ¶gliche wird sehr hÃ¤ufig abverlangt; wenn es aber darum geht Jemanden mit einzubeziehen (Entscheidungen, Meinungen, Perspektiven, Ideen etc.) sind Studenten nur noch die kleinen Mitarbeiter zweiter Klasse und der Manager ist dann Derjenige, der die tollen Leistungen erbracht hat und sich Extrapunkte bei seinem Vorgesetzten holen kann. DiesbezÃ¼glich wird nicht auf die FÃ¤higkeiten einer Person geschaut sondern auf die Jahre, die man dort gearbeitet hat. Wenn man viel Gutes vom Unternehmen diesbezÃ¼glich gehÃ¶rt hat sind diese Erfahrungen einfach nicht schÃ¶n. Es wird deutlich sichtbar wer bevorzugt wird. In diesem Unternehmen kann man sich nicht wirklich einbringen, es sei denn man erfÃ¼llt irgndwelche Kriterien die dem Manager gefallen."
SAP SE|IT|October 2019|6|Ex-Werkstudent/in|Hat bei SAP Deutschland AG & Co. KG in Walldorf gearbeitet.|Nicht empfohlen|Umgang mit Ã¤lteren Kollegen|2|"Der Umgang mit Ã¤lteren Kollegen ist nicht das Problem, vielmehr werden die jÃ¼ngeren nach unten in die Hierarchie gedrÃ¼ckt und mÃ¼ssen dem Vorgesetzten die Lorbeeren Ã¼berlassen. Wenn man mit Gleichaltrigen im Team ist geht das noch, wenn man frischen Wind ins Unternehmen bringen will und in einem ""Ã¤lteren"" Team landet hat man ein Problem. Gute Kommunikation und ehrlicher Austausch helfen leider auch nicht, wenn der oder die Vorgesetzte zu sehr von sich selbst Ã¼berzeugt und der Stolz entsprechend entwickelt ist."
SAP SE|IT|October 2019|2|Zeitarbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich IT bei SAP in Walldorf gearbeitet.|Empfohlen|ArbeitsatmosphÃ¤re|5|Mein Team ist jung (Durchschnitt 29 Jahre, dynamisch und innovativ.
SAP SE|IT|October 2019|4|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich IT bei SAP in Berlin gearbeitet.|Empfohlen|Kollegenzusammenhalt|5|wie Familie
SAP SE|IT|October 2019|4|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich IT bei SAP in Berlin gearbeitet.|Empfohlen|Gleichberechtigung|5|keiner wird diskriminiert
SAP SE|IT|October 2019|4|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich IT bei SAP in Berlin gearbeitet.|Empfohlen|Gleichberechtigung|5|keiner wird diskriminiert
SAP SE|IT|September 2019|5|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei SAP SE in Walldorf gearbeitet.|Empfohlen|ArbeitsatmosphÃ¤re|5|Produktive aber nicht angespannte ArbeitsatmosphÃ¤re. Jeder scheint mehr oder weniger zufrieden mit der jetzigen Situation zu sein.
SAP SE|IT|September 2019|5|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei SAP SE in Walldorf gearbeitet.|Empfohlen|Gleichberechtigung|5|Es wird versucht jeden gleich zu behadeln und alle einzubinden.
SAP SE|IT|September 2019|7|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich IT bei SAP SE in Walldorf gearbeitet.|Nicht empfohlen|Gleichberechtigung|1|Mann hat keine gute Chancen mehr. Frau wird eher gefÃ¶rdert.
SAP SE|IT|September 2019|7|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich IT bei SAP SE in Walldorf gearbeitet.|Nicht empfohlen|Gleichberechtigung|1|Mann hat keine gute Chancen mehr. Frau wird eher gefÃ¶rdert.
SAP SE|IT|September 2019|8|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung bei SAP in Walldorf gearbeitet.|Nicht empfohlen|Gleichberechtigung|5|vorbildlich
SAP SE|IT|September 2019|1|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Marketing / Produktmanagement bei SAP SE in Walldorf gearbeitet.|Empfohlen|Gleichberechtigung|5|GefÃ¼hlt Chancengleichheit fÃ¼r alle Geschlechter
SAP SE|IT|September 2019|1|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Marketing / Produktmanagement bei SAP SE in Walldorf gearbeitet.|Empfohlen|Gleichberechtigung|5|GefÃ¼hlt Chancengleichheit fÃ¼r alle Geschlechter
SAP SE|IT|August 2019|6|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich IT bei SAP Deutschland SE & Co. KG in Hamburg gearbeitet.|Empfohlen|Work-Life-Balance|3|Es kommt echt auf die PersÃ¶nlichkeit und die eigenen WÃ¼nsche an. Als Berater ist man natÃ¼rlich viel unterwegs und Reisezeit ist quasi PrivatvergnÃ¼gen. An nicht Reisetagen kann man sich die Zeit aber vÃ¶llig frei einteilen, einfach Mal Freitag mittag Feierabend machen und oder von Zuhause arbeiten. Die reinem Arbeitszeiten sind im Vergleich zu anderen Beratungen als moderat zu bezeichnen. HÃ¤ufig kommt man ohne echte Ãœberstunden aus, die Reisezeit Mal ausgeklammert. Es gilt, dass alles so seine Zeit hat. Mit Familie und Kindern ist es natÃ¼rlich eine Herausforderung. Wer im SÃ¼den lebt hat aber deutlich bessere Chancen auf Heimatnahe Projekte als wenn man im Norden stationiert ist.
SAP SE|IT|July 2019|4|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich IT bei SAP in Walldorf gearbeitet.|Empfohlen|Umwelt-/Sozialbewusstsein|4|Es gibt diverse Programme, bei denen man selbst auch mitmachen kann.
SAP SE|IT|July 2019|6|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Vertrieb / Verkauf bei SAP in Walldorf gearbeitet.|Empfohlen|Overall|4.3|Innovativer Arbeitgeber der Chancengleichheit und Work-Life-Balance lebt.
SAP SE|IT|July 2019|9|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Vertrieb / Verkauf bei SAP in Hamburg gearbeitet.|Empfohlen|Overall|5.0|Senior Account Executive
SAP SE|IT|July 2019|4|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Design / Gestaltung bei SAP in DÃ¼sseldorf gearbeitet.|Empfohlen|Gleichberechtigung|5|Mir ist kein Fall bekannt, in der es Probleme mit der Gleichberechtigung gab.
SAP SE|IT|July 2019|4|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Design / Gestaltung bei SAP in DÃ¼sseldorf gearbeitet.|Empfohlen|Gleichberechtigung|5|Mir ist kein Fall bekannt, in der es Probleme mit der Gleichberechtigung gab.
SAP SE|IT|July 2019|6|FÃ¼hrungskraft / Management|Hat zum Zeitpunkt der Bewertung im Bereich IT bei SAP in DÃ¼sseldorf gearbeitet.|Empfohlen|Gleichberechtigung|5|Passt.
SAP SE|IT|June 2019|8|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Forschung / Entwicklung bei SAP SE in Walldorf gearbeitet.|Empfohlen|Umgang mit Ã¤lteren Kollegen|5|Respekt - viele unserer LeistungstrÃ¤ger sind 50+ Firma bietet: Altersteilzeit, Vorruhestandsprogramme, ...
SAP SE|IT|June 2019|1|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Logistik / Materialwirtschaft bei SAP Deutschland SE in Walldorf gearbeitet.|Empfohlen|Gleichberechtigung|5|so wie es sein sollte
SAP SE|IT|June 2019|3|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Vertrieb / Verkauf bei SAP Deutschland SE & Co.KG in Walldorf gearbeitet.|Empfohlen|Gleichberechtigung|5|Diversity ist oberstes Ziel
SAP SE|IT|May 2019|6|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Forschung / Entwicklung bei SAP in Berlin gearbeitet.|Empfohlen|Gleichberechtigung|5|wenn man das hier nur auf Frauen bezieht, super top
SAP SE|IT|May 2019|9|Ex-Praktikant/in|Hat im Bereich IT bei SAP Deutschland AG & Co. KG in St. Leon-Rot gearbeitet.|Empfohlen|Overall|4.5|Super Praktikum indem ich sehr viel gelernt habe und von anfang an integriert war.
SAP SE|IT|May 2019|3|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Forschung / Entwicklung bei SAP in Dresden gearbeitet.|Empfohlen|Gleichberechtigung|5|Darauf wird sehr stark geachtet. Keiner wird anders behandelt. Dabei ist vÃ¶llig egal welches Geschlecht, wie alt, wie viel Erfahrung usw.
SAP SE|IT|May 2019|3|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Forschung / Entwicklung bei SAP in Dresden gearbeitet.|Empfohlen|Gleichberechtigung|5|Darauf wird sehr stark geachtet. Keiner wird anders behandelt. Dabei ist vÃ¶llig egal welches Geschlecht, wie alt, wie viel Erfahrung usw.
SAP SE|IT|May 2019|3|Angestellte/r oder Arbeiter/in|Hat zum Zeitpunkt der Bewertung im Bereich Forschung / Entwicklung bei SAP in Dresden gearbeitet.|Empfohlen|Umgang mit Ã¤lteren Kollegen|5|Ã„ltere Kollegen sind sehr offen den jungen Leuten gegenÃ¼ber und bieten dabei auch jederzeit Hilfe an.
